,Dates,variable,value
15442,2020-07-27,PCA2,0.11607380687828003
15443,2020-07-28,PCA2,0.11879855405393977
15444,2020-07-29,PCA2,0.11842923238139871
15445,2020-07-30,PCA2,0.11977559879866499
15446,2020-07-31,PCA2,0.1172675143568366
15447,2020-08-03,PCA2,0.11746265055885062
15448,2020-08-04,PCA2,0.12049377673742183
15449,2020-08-05,PCA2,0.11948655183619554
15450,2020-08-06,PCA2,0.12037522076550926
15451,2020-08-07,PCA2,0.12061473950935522
15452,2020-08-10,PCA2,0.12262377849930643
15453,2020-08-11,PCA2,0.12619000783572196
15454,2020-08-12,PCA2,0.1260847735592995
15455,2020-08-13,PCA2,0.12710267580699128
15456,2020-08-14,PCA2,0.12461154094212908
15457,2020-08-17,PCA2,0.12581421667498763
15458,2020-08-18,PCA2,0.1265697763039776
15459,2020-08-19,PCA2,0.13484128428247266
15460,2020-08-20,PCA2,0.1409589719768196
15461,2020-08-21,PCA2,0.1400580185760434
15462,2020-08-24,PCA2,0.14203679266131572
15463,2020-08-25,PCA2,0.13914477014624915
15464,2020-08-26,PCA2,0.14084123149223696
15465,2020-08-27,PCA2,0.15229739907123632
15466,2020-08-28,PCA2,0.1521972421155945
15467,2020-08-31,PCA2,0.1657323904884729
15468,2020-09-01,PCA2,0.17685310032124527
15469,2020-09-02,PCA2,0.18708531050790728
15470,2020-09-03,PCA2,0.20309164919855519
15471,2020-09-04,PCA2,0.1854055616134838
15472,2020-09-07,PCA2,0.18641434179495767
15473,2020-09-08,PCA2,0.18832832228480284
15474,2020-09-09,PCA2,0.1966821891910085
15475,2020-09-10,PCA2,0.20589465360898626
15476,2020-09-11,PCA2,0.20996936318249432
15477,2020-09-14,PCA2,0.20992980537099604
15478,2020-09-15,PCA2,0.2117302720639908
15479,2020-09-16,PCA2,0.20911836868188854
15480,2020-09-17,PCA2,0.17927320020850776
15481,2020-09-18,PCA2,0.18058721391065338
15482,2020-09-21,PCA2,0.17615994192749335
15483,2020-09-22,PCA2,0.17731900819622692
15484,2020-09-23,PCA2,0.1750536124124368
15485,2020-09-24,PCA2,0.18406966498381322
15486,2020-09-25,PCA2,0.1815156485851335
15487,2020-09-28,PCA2,0.1812361579799092
15488,2020-09-29,PCA2,0.18116968493106156
15489,2020-09-30,PCA2,0.17748052265357978
15490,1991-01-24,PCA3,0.04852871235278649
15491,1991-01-25,PCA3,0.04911584104517926
15492,1991-01-28,PCA3,0.04995890274688116
15493,1991-01-29,PCA3,0.04936309610912082
15494,1991-01-30,PCA3,0.04960648309884978
15495,1991-01-31,PCA3,0.05134642738116412
15496,1991-02-01,PCA3,0.051951726090844724
15497,1991-02-04,PCA3,0.0564343436640684
15498,1991-02-05,PCA3,0.057759832721629246
15499,1991-02-06,PCA3,0.05887620512997889
15500,1991-02-07,PCA3,0.06153401416962875
15501,1991-02-08,PCA3,0.06129338907549374
15502,1991-02-11,PCA3,0.05929955330342433
15503,1991-02-12,PCA3,0.06146136053749361
15504,1991-02-13,PCA3,0.06220691894776385
15505,1991-02-14,PCA3,0.06162550498803176
15506,1991-02-15,PCA3,0.0604444905950736
15507,1991-02-18,PCA3,0.06046814379262768
15508,1991-02-19,PCA3,0.05866726358978306
15509,1991-02-20,PCA3,0.058302112826081956
15510,1991-02-21,PCA3,0.05956982325860837
15511,1991-02-22,PCA3,0.06004081867431229
15512,1991-02-25,PCA3,0.05764213260924678
15513,1991-02-26,PCA3,0.055475712888180186
15514,1991-02-27,PCA3,0.05449929843375613
15515,1991-02-28,PCA3,0.04879288936392322
15516,1991-03-01,PCA3,0.0499514558381289
15517,1991-03-04,PCA3,0.05533970460447677
15518,1991-03-05,PCA3,0.05675806133184376
15519,1991-03-06,PCA3,0.0562447067075275
15520,1991-03-07,PCA3,0.05341874560927497
15521,1991-03-08,PCA3,0.05333724555787867
15522,1991-03-11,PCA3,0.05384035849746574
15523,1991-03-12,PCA3,0.05249296287553548
15524,1991-03-13,PCA3,0.05820117427568623
15525,1991-03-14,PCA3,0.05754530385591283
15526,1991-03-15,PCA3,0.0591014058020447
15527,1991-03-18,PCA3,0.06024636698585735
15528,1991-03-19,PCA3,0.06042629249203888
15529,1991-03-20,PCA3,0.05969674286279171
15530,1991-03-21,PCA3,0.05807018526718769
15531,1991-03-22,PCA3,0.058280264447302416
15532,1991-03-25,PCA3,0.060531713939601765
15533,1991-03-26,PCA3,0.05992133743914179
15534,1991-03-27,PCA3,0.059081020891409534
15535,1991-03-28,PCA3,0.058902206812833084
15536,1991-03-29,PCA3,0.05884724330591395
15537,1991-04-01,PCA3,0.059535500198478856
15538,1991-04-02,PCA3,0.06254631771172955
15539,1991-04-03,PCA3,0.06400370938134743
15540,1991-04-04,PCA3,0.06409937935305118
15541,1991-04-05,PCA3,0.06443207004186106
15542,1991-04-08,PCA3,0.06409835211136669
15543,1991-04-09,PCA3,0.06452742127254338
15544,1991-04-10,PCA3,0.06496900122257242
15545,1991-04-11,PCA3,0.06600216016081055
15546,1991-04-12,PCA3,0.09823212071496916
15547,1991-04-15,PCA3,0.09676437934403505
15548,1991-04-16,PCA3,0.10919948536765241
15549,1991-04-17,PCA3,0.11269067842406108
15550,1991-04-18,PCA3,0.11317245204922284
15551,1991-04-19,PCA3,0.1082796715448412
15552,1991-04-22,PCA3,0.10180425799654132
15553,1991-04-23,PCA3,0.09701903236153041
15554,1991-04-24,PCA3,0.09474509429524229
15555,1991-04-25,PCA3,0.0917409763533336
15556,1991-04-26,PCA3,0.0886915389090493
15557,1991-04-29,PCA3,0.08475068370940449
15558,1991-04-30,PCA3,0.0803619508987944
15559,1991-05-01,PCA3,0.08957732461266775
15560,1991-05-02,PCA3,0.0921695808013832
15561,1991-05-03,PCA3,0.09428734189669594
15562,1991-05-06,PCA3,0.09607277291731348
15563,1991-05-07,PCA3,0.09778366453948677
15564,1991-05-08,PCA3,0.09905591636154581
15565,1991-05-09,PCA3,0.09994538913366503
15566,1991-05-10,PCA3,0.10079741671114541
15567,1991-05-13,PCA3,0.10214148547428709
15568,1991-05-14,PCA3,0.10330966765877311
15569,1991-05-15,PCA3,0.10514889029817645
15570,1991-05-16,PCA3,0.10646752707919462
15571,1991-05-17,PCA3,0.10377795130664348
15572,1991-05-20,PCA3,0.1034310252210902
15573,1991-05-21,PCA3,0.10724352334603711
15574,1991-05-22,PCA3,0.10956296461954525
15575,1991-05-23,PCA3,0.11071590842623587
15576,1991-05-24,PCA3,0.1015183220917797
15577,1991-05-27,PCA3,0.10321382188956615
15578,1991-05-28,PCA3,0.09370728888856372
15579,1991-05-29,PCA3,0.09639773376996469
15580,1991-05-30,PCA3,0.1010512757589768
15581,1991-05-31,PCA3,0.10054523666943622
15582,1991-06-03,PCA3,0.10480930937023429
15583,1991-06-04,PCA3,0.10682838656963424
15584,1991-06-05,PCA3,0.09797104550453291
15585,1991-06-06,PCA3,0.09760002091651888
15586,1991-06-07,PCA3,0.09793094122384932
15587,1991-06-10,PCA3,0.09727987999669209
15588,1991-06-11,PCA3,0.09547578839790956
15589,1991-06-12,PCA3,0.09627390519332554
15590,1991-06-13,PCA3,0.09369673127785205
15591,1991-06-14,PCA3,0.09684087609917193
15592,1991-06-17,PCA3,0.09543352741578097
15593,1991-06-18,PCA3,0.09626740282155974
15594,1991-06-19,PCA3,0.09683239108257274
15595,1991-06-20,PCA3,0.09517311932054899
15596,1991-06-21,PCA3,0.09607410930497867
15597,1991-06-24,PCA3,0.09514831571137698
15598,1991-06-25,PCA3,0.08974939185640106
15599,1991-06-26,PCA3,0.10968656296780795
15600,1991-06-27,PCA3,0.11286338741122125
15601,1991-06-28,PCA3,0.11005412167283132
15602,1991-07-01,PCA3,0.10701603643427814
15603,1991-07-02,PCA3,0.10547625613300503
15604,1991-07-03,PCA3,0.10169609309735736
15605,1991-07-04,PCA3,0.09709953598913022
15606,1991-07-05,PCA3,0.09607614417897804
15607,1991-07-08,PCA3,0.09589168393197048
15608,1991-07-09,PCA3,0.09626034967292843
15609,1991-07-10,PCA3,0.09495840822007065
15610,1991-07-11,PCA3,0.0850774001749924
15611,1991-07-12,PCA3,0.08441580716058678
15612,1991-07-15,PCA3,0.0867040710320203
15613,1991-07-16,PCA3,0.0831412997793585
15614,1991-07-17,PCA3,0.08756112158551041
15615,1991-07-18,PCA3,0.08840319221001113
15616,1991-07-19,PCA3,0.09061641331815255
15617,1991-07-22,PCA3,0.08992345254394189
15618,1991-07-23,PCA3,0.08830847190428251
15619,1991-07-24,PCA3,0.08981969617318061
15620,1991-07-25,PCA3,0.09163142585707293
15621,1991-07-26,PCA3,0.08926327559350591
15622,1991-07-29,PCA3,0.08847487004285036
15623,1991-07-30,PCA3,0.09134846543230198
15624,1991-07-31,PCA3,0.08765834215213238
15625,1991-08-01,PCA3,0.08869891664319497
15626,1991-08-02,PCA3,0.08860117103881918
15627,1991-08-05,PCA3,0.08885421529974953
15628,1991-08-06,PCA3,0.08908819037431967
15629,1991-08-07,PCA3,0.08862545136499637
15630,1991-08-08,PCA3,0.08905405577994878
15631,1991-08-09,PCA3,0.08859422277996487
15632,1991-08-12,PCA3,0.08709812957711209
15633,1991-08-13,PCA3,0.08597734279388819
15634,1991-08-14,PCA3,0.08718835680799995
15635,1991-08-15,PCA3,0.08650566013334696
15636,1991-08-16,PCA3,0.08658207175648319
15637,1991-08-19,PCA3,0.08106988010249525
15638,1991-08-20,PCA3,0.0593078902765241
15639,1991-08-21,PCA3,0.05616100870702497
15640,1991-08-22,PCA3,0.04882357517141176
15641,1991-08-23,PCA3,0.04960002348360463
15642,1991-08-26,PCA3,0.04480011021716637
15643,1991-08-27,PCA3,0.04265694059612901
15644,1991-08-28,PCA3,0.04283891650970455
15645,1991-08-29,PCA3,0.042424986263314333
15646,1991-08-30,PCA3,0.041459518745869395
15647,1991-09-02,PCA3,0.04147848439534889
15648,1991-09-03,PCA3,0.04155697987893482
15649,1991-09-04,PCA3,0.04137181096016958
15650,1991-09-05,PCA3,0.04095221910945681
15651,1991-09-06,PCA3,0.04264321780729038
15652,1991-09-09,PCA3,0.04257430002285051
15653,1991-09-10,PCA3,0.042075935036366356
15654,1991-09-11,PCA3,0.041822346292749835
15655,1991-09-12,PCA3,0.042623121378983844
15656,1991-09-13,PCA3,0.0415070666656913
15657,1991-09-16,PCA3,0.043963510999170174
15658,1991-09-17,PCA3,0.045540373978141056
15659,1991-09-18,PCA3,0.04547506872696042
15660,1991-09-19,PCA3,0.04572423643440033
15661,1991-09-20,PCA3,0.045466755625626645
15662,1991-09-23,PCA3,0.042942347057868015
15663,1991-09-24,PCA3,0.04137880970816494
15664,1991-09-25,PCA3,0.041241449718917064
15665,1991-09-26,PCA3,0.043483505597863986
15666,1991-09-27,PCA3,0.04540781977696265
15667,1991-09-30,PCA3,0.04545401293528799
15668,1991-10-01,PCA3,0.043801926695049044
15669,1991-10-02,PCA3,0.044989417104921124
15670,1991-10-03,PCA3,0.04602871570467727
15671,1991-10-04,PCA3,0.04613873657417695
15672,1991-10-07,PCA3,0.04757513952516694
15673,1991-10-08,PCA3,0.0481773682508947
15674,1991-10-09,PCA3,0.045925254624487474
15675,1991-10-10,PCA3,0.04538807915049684
15676,1991-10-11,PCA3,0.0455156517052121
15677,1991-10-14,PCA3,0.04521857931498628
15678,1991-10-15,PCA3,0.0455981971708557
15679,1991-10-16,PCA3,0.04832191474385851
15680,1991-10-17,PCA3,0.053238114702419716
15681,1991-10-18,PCA3,0.052950450111829965
15682,1991-10-21,PCA3,0.05451885155335308
15683,1991-10-22,PCA3,0.054184667831944706
15684,1991-10-23,PCA3,0.05397956069343901
15685,1991-10-24,PCA3,0.056639157540635476
15686,1991-10-25,PCA3,0.05995016538888255
15687,1991-10-28,PCA3,0.06239921160295378
15688,1991-10-29,PCA3,0.06255405630302105
15689,1991-10-30,PCA3,0.06206903681854962
15690,1991-10-31,PCA3,0.06373453786158327
15691,1991-11-01,PCA3,0.06579842663343144
15692,1991-11-04,PCA3,0.06681322250239939
15693,1991-11-05,PCA3,0.0677396320428482
15694,1991-11-06,PCA3,0.06612977224524426
15695,1991-11-07,PCA3,0.06682923246226735
15696,1991-11-08,PCA3,0.06566899851814885
15697,1991-11-11,PCA3,0.06656166935597856
15698,1991-11-12,PCA3,0.1070921063819962
15699,1991-11-13,PCA3,0.1150697669917523
15700,1991-11-14,PCA3,0.14636145177336332
15701,1991-11-15,PCA3,0.14756780259642238
15702,1991-11-18,PCA3,0.1297749173970411
15703,1991-11-19,PCA3,0.1251081830163733
15704,1991-11-20,PCA3,0.11932758546993062
15705,1991-11-21,PCA3,0.12366059241227628
15706,1991-11-22,PCA3,0.12577758409079742
15707,1991-11-25,PCA3,0.12613491790955872
15708,1991-11-26,PCA3,0.13009062628788579
15709,1991-11-27,PCA3,0.1339749257060516
15710,1991-11-28,PCA3,0.14298084225857688
15711,1991-11-29,PCA3,0.1425074390533832
15712,1991-12-02,PCA3,0.14148143454679785
15713,1991-12-03,PCA3,0.13629316936982208
15714,1991-12-04,PCA3,0.14086442234114444
15715,1991-12-05,PCA3,0.13834697107209581
15716,1991-12-06,PCA3,0.13922706171634672
15717,1991-12-09,PCA3,0.1408229546663507
15718,1991-12-10,PCA3,0.14006682042057328
15719,1991-12-11,PCA3,0.13507405798534217
15720,1991-12-12,PCA3,0.13326372621398747
15721,1991-12-13,PCA3,0.12359280315366643
15722,1991-12-16,PCA3,0.11470007262724094
15723,1991-12-17,PCA3,0.11339427455778547
15724,1991-12-18,PCA3,0.11209849176591298
15725,1991-12-19,PCA3,0.11191860179300615
15726,1991-12-20,PCA3,0.10688239032959264
15727,1991-12-23,PCA3,0.10866396869810055
15728,1991-12-24,PCA3,0.09795835036746318
15729,1991-12-25,PCA3,0.09788483830948515
15730,1991-12-26,PCA3,0.09038778487289045
15731,1991-12-27,PCA3,0.08684572430317102
15732,1991-12-30,PCA3,0.08707442643120451
15733,1991-12-31,PCA3,0.08069092066287584
15734,1992-01-01,PCA3,0.0863055255914966
15735,1992-01-02,PCA3,0.08658948469308349
15736,1992-01-03,PCA3,0.09074223153973968
15737,1992-01-06,PCA3,0.08991240537453818
15738,1992-01-07,PCA3,0.09262648932597323
15739,1992-01-08,PCA3,0.09251354928262384
15740,1992-01-09,PCA3,0.08712051555808507
15741,1992-01-10,PCA3,0.08644523825074693
15742,1992-01-13,PCA3,0.08142100898088929
15743,1992-01-14,PCA3,0.0826640489783693
15744,1992-01-15,PCA3,0.08305369669014324
15745,1992-01-16,PCA3,0.10441861989696528
15746,1992-01-17,PCA3,0.1175855934554651
15747,1992-01-20,PCA3,0.11570653412514742
15748,1992-01-21,PCA3,0.11379991985298352
15749,1992-01-22,PCA3,0.12434569385836347
15750,1992-01-23,PCA3,0.11653648026888562
15751,1992-01-24,PCA3,0.11773868224166054
15752,1992-01-27,PCA3,0.11666770913732828
15753,1992-01-28,PCA3,0.11254492324368577
15754,1992-01-29,PCA3,0.11223469643157093
15755,1992-01-30,PCA3,0.11495629499322686
15756,1992-01-31,PCA3,0.11497407801495033
15757,1992-02-03,PCA3,0.11377753648536412
15758,1992-02-04,PCA3,0.11340743106178162
15759,1992-02-05,PCA3,0.11446039776955984
15760,1992-02-06,PCA3,0.11416618767963138
15761,1992-02-07,PCA3,0.11504767074723042
15762,1992-02-10,PCA3,0.1165705822426292
15763,1992-02-11,PCA3,0.11572932782126952
15764,1992-02-12,PCA3,0.11799944769417439
15765,1992-02-13,PCA3,0.12076046954708582
15766,1992-02-14,PCA3,0.12038779498068616
15767,1992-02-17,PCA3,0.12042551402293644
15768,1992-02-18,PCA3,0.11594626063826009
15769,1992-02-19,PCA3,0.11397453038537288
15770,1992-02-20,PCA3,0.11392010986708398
15771,1992-02-21,PCA3,0.11407501883053976
15772,1992-02-24,PCA3,0.11456048054410319
15773,1992-02-25,PCA3,0.11656581615273612
15774,1992-02-26,PCA3,0.11876797059314963
15775,1992-02-27,PCA3,0.1174989181982367
15776,1992-02-28,PCA3,0.11783671674014054
15777,1992-03-02,PCA3,0.11766509660930233
15778,1992-03-03,PCA3,0.11965329037074629
15779,1992-03-04,PCA3,0.11905551119272043
15780,1992-03-05,PCA3,0.11911939730052915
15781,1992-03-06,PCA3,0.12058914863241839
15782,1992-03-09,PCA3,0.12734740843767328
15783,1992-03-10,PCA3,0.12835589427360475
15784,1992-03-11,PCA3,0.1259132414707208
15785,1992-03-12,PCA3,0.12114436827525588
15786,1992-03-13,PCA3,0.11901419661432595
15787,1992-03-16,PCA3,0.11753147115171271
15788,1992-03-17,PCA3,0.12423980653412542
15789,1992-03-18,PCA3,0.12065155148814552
15790,1992-03-19,PCA3,0.1206024098993466
15791,1992-03-20,PCA3,0.12055019749202091
15792,1992-03-23,PCA3,0.1212615806979291
15793,1992-03-24,PCA3,0.1363504636132341
15794,1992-03-25,PCA3,0.13689546823910256
15795,1992-03-26,PCA3,0.13534894899710517
15796,1992-03-27,PCA3,0.13844513714666923
15797,1992-03-30,PCA3,0.13770747734868782
15798,1992-03-31,PCA3,0.14123170486285647
15799,1992-04-01,PCA3,0.14073087341767318
15800,1992-04-02,PCA3,0.13170373175144046
15801,1992-04-03,PCA3,0.12154335536566217
15802,1992-04-06,PCA3,0.12834751812581666
15803,1992-04-07,PCA3,0.1204153600453142
15804,1992-04-08,PCA3,0.11442238416394641
15805,1992-04-09,PCA3,0.10455995800377745
15806,1992-04-10,PCA3,0.10906553446684372
15807,1992-04-13,PCA3,0.09212248747118176
15808,1992-04-14,PCA3,0.09323155764392603
15809,1992-04-15,PCA3,0.08806680844347647
15810,1992-04-16,PCA3,0.08896575245113948
15811,1992-04-17,PCA3,0.08826827573921547
15812,1992-04-20,PCA3,0.08849585011794354
15813,1992-04-21,PCA3,0.08679487260801738
15814,1992-04-22,PCA3,0.08732055126831938
15815,1992-04-23,PCA3,0.08951512120989179
15816,1992-04-24,PCA3,0.0877264163416829
15817,1992-04-27,PCA3,0.08840945127270523
15818,1992-04-28,PCA3,0.08977538328845804
15819,1992-04-29,PCA3,0.08985866442480399
15820,1992-04-30,PCA3,0.09029084367487575
15821,1992-05-01,PCA3,0.08689946992327942
15822,1992-05-04,PCA3,0.08718632525173407
15823,1992-05-05,PCA3,0.08646031823598538
15824,1992-05-06,PCA3,0.08647004575718781
15825,1992-05-07,PCA3,0.08458450555840723
15826,1992-05-08,PCA3,0.08473774324489618
15827,1992-05-11,PCA3,0.0824521483972733
15828,1992-05-12,PCA3,0.08218003844036798
15829,1992-05-13,PCA3,0.07546982536518165
15830,1992-05-14,PCA3,0.07686642195543297
15831,1992-05-15,PCA3,0.07795710444534874
15832,1992-05-18,PCA3,0.07561347343336969
15833,1992-05-19,PCA3,0.07319740097792128
15834,1992-05-20,PCA3,0.07206692948487026
15835,1992-05-21,PCA3,0.07213296514816621
15836,1992-05-22,PCA3,0.07260653525469056
15837,1992-05-25,PCA3,0.07147694746286569
15838,1992-05-26,PCA3,0.068877866993016
15839,1992-05-27,PCA3,0.06939804430436546
15840,1992-05-28,PCA3,0.06927660869809138
15841,1992-05-29,PCA3,0.07159434471087422
15842,1992-06-01,PCA3,0.07234660439978831
15843,1992-06-02,PCA3,0.07227224774008366
15844,1992-06-03,PCA3,0.07463967867402188
15845,1992-06-04,PCA3,0.07633295534384851
15846,1992-06-05,PCA3,0.0765967425389537
15847,1992-06-08,PCA3,0.07637076784770234
15848,1992-06-09,PCA3,0.07570939714589635
15849,1992-06-10,PCA3,0.07649717925361924
15850,1992-06-11,PCA3,0.07533772738585683
15851,1992-06-12,PCA3,0.07831732103831004
15852,1992-06-15,PCA3,0.07744022063159309
15853,1992-06-16,PCA3,0.07691107977876556
15854,1992-06-17,PCA3,0.07472563937165937
15855,1992-06-18,PCA3,0.07571859622334605
15856,1992-06-19,PCA3,0.07538660698570816
15857,1992-06-22,PCA3,0.07586573336904165
15858,1992-06-23,PCA3,0.07963374803264238
15859,1992-06-24,PCA3,0.07924718377160313
15860,1992-06-25,PCA3,0.07987912963889295
15861,1992-06-26,PCA3,0.07752505247076569
15862,1992-06-29,PCA3,0.07169322219520881
15863,1992-06-30,PCA3,0.07315713322594487
15864,1992-07-01,PCA3,0.07736930590506709
15865,1992-07-02,PCA3,0.06948971448643544
15866,1992-07-03,PCA3,0.07136955930844244
15867,1992-07-06,PCA3,0.0869888864496923
15868,1992-07-07,PCA3,0.08730732638616755
15869,1992-07-08,PCA3,0.09289380661979758
15870,1992-07-09,PCA3,0.09858629292149672
15871,1992-07-10,PCA3,0.08816963933141793
15872,1992-07-13,PCA3,0.08779900651863322
15873,1992-07-14,PCA3,0.08398842414979565
15874,1992-07-15,PCA3,0.08436220494460937
15875,1992-07-16,PCA3,0.08596172615563928
15876,1992-07-17,PCA3,0.08918479100627473
15877,1992-07-20,PCA3,0.08752224968622628
15878,1992-07-21,PCA3,0.08456108638165291
15879,1992-07-22,PCA3,0.09011365448413385
15880,1992-07-23,PCA3,0.08742492869909485
15881,1992-07-24,PCA3,0.08550004013698194
15882,1992-07-27,PCA3,0.08374353114116714
15883,1992-07-28,PCA3,0.08334603182072256
15884,1992-07-29,PCA3,0.08414131159238457
15885,1992-07-30,PCA3,0.08588476804612638
15886,1992-07-31,PCA3,0.08084901166500646
15887,1992-08-03,PCA3,0.07938974933596304
15888,1992-08-04,PCA3,0.07885263557771001
15889,1992-08-05,PCA3,0.07883959558115898
15890,1992-08-06,PCA3,0.07910505635973565
15891,1992-08-07,PCA3,0.08068215569744894
15892,1992-08-10,PCA3,0.08491537825253286
15893,1992-08-11,PCA3,0.08901046317413819
15894,1992-08-12,PCA3,0.08752694226398763
15895,1992-08-13,PCA3,0.08585274961187934
15896,1992-08-14,PCA3,0.07881896549936089
15897,1992-08-17,PCA3,0.07731053551087767
15898,1992-08-18,PCA3,0.07626211367058455
15899,1992-08-19,PCA3,0.07517101013990554
15900,1992-08-20,PCA3,0.0759916366826808
15901,1992-08-21,PCA3,0.06732377119813193
15902,1992-08-24,PCA3,0.05955634758210808
15903,1992-08-25,PCA3,0.07167974421873587
15904,1992-08-26,PCA3,0.07701534971264949
15905,1992-08-27,PCA3,0.07727446430681607
15906,1992-08-28,PCA3,0.07234037979833777
15907,1992-08-31,PCA3,0.07641469598174447
15908,1992-09-01,PCA3,0.08476688155426831
15909,1992-09-02,PCA3,0.09045364124952983
15910,1992-09-03,PCA3,0.09243079021046444
15911,1992-09-04,PCA3,0.09136815731318065
15912,1992-09-07,PCA3,0.0890470210318884
15913,1992-09-08,PCA3,0.08916060249899117
15914,1992-09-09,PCA3,0.08765617290050362
15915,1992-09-10,PCA3,0.08265136894687439
15916,1992-09-11,PCA3,0.08368599029048683
15917,1992-09-14,PCA3,0.08404293068260091
15918,1992-09-15,PCA3,0.08099670388666234
15919,1992-09-16,PCA3,0.07871179920918407
15920,1992-09-17,PCA3,0.07409396095777486
15921,1992-09-18,PCA3,0.0728629478618594
15922,1992-09-21,PCA3,0.07161059519220841
15923,1992-09-22,PCA3,0.06703128131675909
15924,1992-09-23,PCA3,0.06657812844676077
15925,1992-09-24,PCA3,0.06757352772575426
15926,1992-09-25,PCA3,0.06813222432737176
15927,1992-09-28,PCA3,0.06706294694872578
15928,1992-09-29,PCA3,0.06754896164272328
15929,1992-09-30,PCA3,0.07432960126906035
15930,1992-10-01,PCA3,0.07322402380938046
15931,1992-10-02,PCA3,0.07350939095129483
15932,1992-10-05,PCA3,0.0699838734291411
15933,1992-10-06,PCA3,0.07411584172140523
15934,1992-10-07,PCA3,0.07453822888154621
15935,1992-10-08,PCA3,0.07475496992988925
15936,1992-10-09,PCA3,0.07467222242934374
15937,1992-10-12,PCA3,0.07502164588973952
15938,1992-10-13,PCA3,0.07847828767068439
15939,1992-10-14,PCA3,0.07845730062845932
15940,1992-10-15,PCA3,0.08005277785003954
15941,1992-10-16,PCA3,0.08358399941488161
15942,1992-10-19,PCA3,0.08160138630445253
15943,1992-10-20,PCA3,0.08183277083522467
15944,1992-10-21,PCA3,0.07679811753755841
15945,1992-10-22,PCA3,0.07570511255299187
15946,1992-10-23,PCA3,0.07603649347130234
15947,1992-10-26,PCA3,0.07645054950399142
15948,1992-10-27,PCA3,0.07609013802930355
15949,1992-10-28,PCA3,0.07634277201768777
15950,1992-10-29,PCA3,0.07589009720599935
15951,1992-10-30,PCA3,0.07539133889089498
15952,1992-11-02,PCA3,0.07988960544947918
15953,1992-11-03,PCA3,0.08178764449322831
15954,1992-11-04,PCA3,0.08219681455597137
15955,1992-11-05,PCA3,0.08220462260338071
15956,1992-11-06,PCA3,0.08303802068576675
15957,1992-11-09,PCA3,0.0834331530976645
15958,1992-11-10,PCA3,0.08295927936691612
15959,1992-11-11,PCA3,0.08398044140386922
15960,1992-11-12,PCA3,0.08477837905048105
15961,1992-11-13,PCA3,0.08747781065896783
15962,1992-11-16,PCA3,0.09356827493909657
15963,1992-11-17,PCA3,0.09045220889614672
15964,1992-11-18,PCA3,0.09272952262707604
15965,1992-11-19,PCA3,0.08259022847374334
15966,1992-11-20,PCA3,0.08689941718516818
15967,1992-11-23,PCA3,0.0861022454169501
15968,1992-11-24,PCA3,0.08430773699285682
15969,1992-11-25,PCA3,0.08194753824721812
15970,1992-11-26,PCA3,0.08127179802677269
15971,1992-11-27,PCA3,0.08602895681946947
15972,1992-11-30,PCA3,0.08767395463349238
15973,1992-12-01,PCA3,0.09067785516159568
15974,1992-12-02,PCA3,0.08787799126202252
15975,1992-12-03,PCA3,0.08908065652502316
15976,1992-12-04,PCA3,0.08940479624242233
15977,1992-12-07,PCA3,0.09892230862278958
15978,1992-12-08,PCA3,0.1043164067631806
15979,1992-12-09,PCA3,0.10673758556759504
15980,1992-12-10,PCA3,0.11057650702654004
15981,1992-12-11,PCA3,0.11667576775966605
15982,1992-12-14,PCA3,0.11469768556326956
15983,1992-12-15,PCA3,0.11380270644630074
15984,1992-12-16,PCA3,0.11301495893637352
15985,1992-12-17,PCA3,0.11321337160365977
15986,1992-12-18,PCA3,0.11449650905424896
15987,1992-12-21,PCA3,0.11008073223667687
15988,1992-12-22,PCA3,0.11196717482073812
15989,1992-12-23,PCA3,0.09670175128568105
15990,1992-12-24,PCA3,0.09809940413946736
15991,1992-12-25,PCA3,0.09825824821208201
15992,1992-12-28,PCA3,0.09879793523958655
15993,1992-12-29,PCA3,0.10854729337325868
15994,1992-12-30,PCA3,0.10937281147985597
15995,1992-12-31,PCA3,0.10753832855867501
15996,1993-01-01,PCA3,0.10195999012902507
15997,1993-01-04,PCA3,0.10309277240062698
15998,1993-01-05,PCA3,0.10593272018438467
15999,1993-01-06,PCA3,0.10720906904431575
16000,1993-01-07,PCA3,0.11008720440973412
16001,1993-01-08,PCA3,0.1016722726446547
16002,1993-01-11,PCA3,0.10094902598713278
16003,1993-01-12,PCA3,0.09646599725327282
16004,1993-01-13,PCA3,0.09472396863042135
16005,1993-01-14,PCA3,0.0945815711917133
16006,1993-01-15,PCA3,0.09663890265928683
16007,1993-01-18,PCA3,0.09723874541273105
16008,1993-01-19,PCA3,0.09841811024583394
16009,1993-01-20,PCA3,0.11709052011032774
16010,1993-01-21,PCA3,0.11837702445240347
16011,1993-01-22,PCA3,0.11879235027694743
16012,1993-01-25,PCA3,0.11160660079663982
16013,1993-01-26,PCA3,0.11901458292074073
16014,1993-01-27,PCA3,0.12005584041596071
16015,1993-01-28,PCA3,0.11263191057423327
16016,1993-01-29,PCA3,0.11076345012191853
16017,1993-02-01,PCA3,0.11280765072139397
16018,1993-02-02,PCA3,0.11638490949473894
16019,1993-02-03,PCA3,0.12142574270635635
16020,1993-02-04,PCA3,0.12153975170418603
16021,1993-02-05,PCA3,0.12160640923968363
16022,1993-02-08,PCA3,0.12074374810533478
16023,1993-02-09,PCA3,0.1268937247191445
